@id,Handle
http://imagesearch-test1.library.illinois.edu/cdm/ref/collection/motley-new/id/4885,http://hdl.handle.net/10111/Motley:560529-018
http://imagesearch-test1.library.illinois.edu/cdm/ref/collection/motley-new/id/4819,http://hdl.handle.net/10111/Motley:560529-019
http://imagesearch-test1.library.illinois.edu/cdm/ref/collection/motley-new/id/4956,http://hdl.handle.net/10111/Motley:560529-023
http://imagesearch-test1.library.illinois.edu/cdm/ref/collection/motley-new/id/4957,http://hdl.handle.net/10111/Motley:560529-025
http://imagesearch-test1.library.illinois.edu/cdm/ref/collection/motley-new/id/4970,http://hdl.handle.net/10111/Motley:560529-029
http://imagesearch-test1.library.illinois.edu/cdm/ref/collection/motley-new/id/5069,http://hdl.handle.net/10111/Motley:560529-035
http://imagesearch-test1.library.illinois.edu/cdm/ref/collection/motley-new/id/4829,http://hdl.handle.net/10111/Motley:560529-154
http://imagesearch-test1.library.illinois.edu/cdm/ref/collection/motley-new/id/4931,http://hdl.handle.net/10111/Motley:570528-003
http://imagesearch-test1.library.illinois.edu/cdm/ref/collection/motley-new/id/4945,http://hdl.handle.net/10111/Motley:571126-002
http://imagesearch-test1.library.illinois.edu/cdm/ref/collection/motley-new/id/4821,http://hdl.handle.net/10111/Motley:630318-006
http://imagesearch-test1.library.illinois.edu/cdm/ref/collection/motley-new/id/4987,http://hdl.handle.net/10111/Motley:641027B-005
http://imagesearch-test1.library.illinois.edu/cdm/ref/collection/motley-new/id/4935,http://hdl.handle.net/10111/Motley:660302-106
http://imagesearch-test1.library.illinois.edu/cdm/ref/collection/motley-new/id/4986,http://hdl.handle.net/10111/Motley:670706-048
http://imagesearch-test1.library.illinois.edu/cdm/ref/collection/motley-new/id/4831,http://hdl.handle.net/10111/Motley:670706-053
http://imagesearch-test1.library.illinois.edu/cdm/ref/collection/motley-new/id/4990,http://hdl.handle.net/10111/Motley:670706-056
http://imagesearch-test1.library.illinois.edu/cdm/ref/collection/motley-new/id/4943,http://hdl.handle.net/10111/Motley:670706-078
http://imagesearch-test1.library.illinois.edu/cdm/ref/collection/motley-new/id/4846,http://hdl.handle.net/10111/Motley:670706-080
http://imagesearch-test1.library.illinois.edu/cdm/ref/collection/motley-new/id/4959,http://hdl.handle.net/10111/Motley:670907-019
http://imagesearch-test1.library.illinois.edu/cdm/ref/collection/motley-new/id/5031,http://hdl.handle.net/10111/Motley:680000-002
http://imagesearch-test1.library.illinois.edu/cdm/ref/collection/motley-new/id/5086,http://hdl.handle.net/10111/Motley:680000-003
http://imagesearch-test1.library.illinois.edu/cdm/ref/collection/motley-new/id/5033,http://hdl.handle.net/10111/Motley:680000-007
http://imagesearch-test1.library.illinois.edu/cdm/ref/collection/motley-new/id/4942,http://hdl.handle.net/10111/Motley:680131-093
http://imagesearch-test1.library.illinois.edu/cdm/ref/collection/motley-new/id/5087,http://hdl.handle.net/10111/Motley:700000-005
http://imagesearch-test1.library.illinois.edu/cdm/ref/collection/motley-new/id/5088,http://hdl.handle.net/10111/Motley:700716-017
http://imagesearch-test1.library.illinois.edu/cdm/ref/collection/motley-new/id/5004,http://hdl.handle.net/10111/Motley:700716-018
http://imagesearch-test1.library.illinois.edu/cdm/ref/collection/motley-new/id/5089,http://hdl.handle.net/10111/Motley:701110-001
http://imagesearch-test1.library.illinois.edu/cdm/ref/collection/motley-new/id/5090,http://hdl.handle.net/10111/Motley:701110-003
http://imagesearch-test1.library.illinois.edu/cdm/ref/collection/motley-new/id/4913,http://hdl.handle.net/10111/Motley:701110-010
http://imagesearch-test1.library.illinois.edu/cdm/ref/collection/motley-new/id/4812,http://hdl.handle.net/10111/Motley:721012-033
http://imagesearch-test1.library.illinois.edu/cdm/ref/collection/motley-new/id/3961,http://hdl.handle.net/10111/Motley:721012-040_a
http://imagesearch-test1.library.illinois.edu/cdm/ref/collection/motley-new/id/3962,http://hdl.handle.net/10111/Motley:721012-040_b
http://imagesearch-test1.library.illinois.edu/cdm/ref/collection/motley-new/id/5093,http://hdl.handle.net/10111/Motley:721012-083
http://imagesearch-test1.library.illinois.edu/cdm/ref/collection/motley-new/id/5094,http://hdl.handle.net/10111/Motley:721012-084
http://imagesearch-test1.library.illinois.edu/cdm/ref/collection/motley-new/id/4933,http://hdl.handle.net/10111/Motley:721012-280
