Person,Role,Website,Link,Notes
"Konyot, Martin",actor,,,
,,IMDb,http://www.imdb.com/name/nm3250934/,
,,Theatricalia,http://theatricalia.com/person/ya3/martin-konyot,
"Hepburn, David",actor,,,
,,IMDb,http://www.imdb.com/name/nm0378341/,
,,Theatricalia,http://theatricalia.com/person/wq6/david-hepburn,
"Hunter, Norman Charles, 1908-1971",author,,,
,,LC Name Authority,http://id.loc.gov/authorities/names/nb2007019599.html,
,,Wikipedia,https://en.wikipedia.org/wiki/N._C._Hunter,
,,IMDb,http://www.imdb.com/name/nm0402976/,
,,IBDb,http://ibdb.com/person.php?id=7854,
,,VIAF,http://viaf.org/viaf/sourceID/LC%7Cnb2007019599#skos:Concept,
"Shaw, David, 1916-2007",author,,,
,,LC Name Authority,http://id.loc.gov/authorities/names/n2007056048.html,
,,IMDb,http://www.imdb.com/name/nm0789675/,
,,Worldcat Identities,http://www.worldcat.org/identities/lccn-n2007-56048/,
,,VIAF,http://viaf.org/viaf/sourceID/LC%7Cn+2007056048#skos:Concept,
,,Theatricalia,http://theatricalia.com/person/j5c/david-shaw,
"Pockriss, Lee, 1924-2011",composer,,,
,,LC Name Authority,http://id.loc.gov/authorities/names/n94093617.html,
,,Wikipedia,https://en.wikipedia.org/wiki/Lee_Pockriss,
,,IMDb,http://www.imdb.com/name/nm0687900/,
,,Worldcat Identities,https://www.worldcat.org/identities/containsVIAFID/100255482,
,,VIAF,https://viaf.org/viaf/100255482,
,,Theatricalia,http://theatricalia.com/person/ydg/lee-pockriss,
"Croswell, Anne",composer,,,
,,LC Name Authority,http://id.loc.gov/authorities/names/n78061628.html,
,,IBDb,http://www.ibdb.com/Person/View/4176,
,,Imdb,http://www.imdb.com/name/nm5071493/,
"Hart, Elizabeth",author,,,
,,Doollee,http://www.doollee.com/PlaywrightsH/hart-elizabeth.html,
,,tentative,http://theatricalia.com/person/1qt2/elizabeth-hart,
"Brighouse, Harold, 1882-1958",author,,,
,,LC Name Authority,http://id.loc.gov/authorities/names/n87153950.html,
,,Wikipedia,https://en.wikipedia.org/wiki/Harold_Brighouse,
,,Worldcat Identities,https://www.worldcat.org/identities/containsVIAFID/116323499,
,,VIAF,https://viaf.org/viaf/116323499,
,,Theatricalia,http://theatricalia.com/person/yw7/harold-brighouse,
"Capek, Karel, 1890-1938",author,,,
,,LC Name Authority,http://id.loc.gov/authorities/names/n50035042,
,,Wikipedia,https://en.wikipedia.org/wiki/Karel_%C4%8Capek,
,,Worldcat Identities,https://www.worldcat.org/identities/containsVIAFID/34454129,
,,VIAF,https://viaf.org/viaf/34454129,
,,Theatricalia,http://theatricalia.com/person/jse/karel-capek,
"Bradley-Dyne, Michael, 1918-1989",,,,
,,Doollee,http://www.doollee.com/PlaywrightsB/bradley-dyne-michael.html,
"Kirtland, Louise, 1919-1999",actor,,,
,,IMDb,http://www.imdb.com/name/nm0457041/,
,,Theatricalia,http://theatricalia.com/person/ydx/louise-kirtland,
"McMillan, Heather",actor,,,
,,Google News,"https://news.google.com/newspapers?nid=1301&dat=19640308&id=zvpjAAAAIBAJ&sjid=OOYDAAAAIBAJ&pg=3252,2949755",
"Wakefield, John, 1936-",actor,,,
,,LC Name Authority,http://id.loc.gov/authorities/names/n83158657.html,
,,Worldcat Identities,http://www.worldcat.org/identities/lccn-n83-158657/,
,,VIAF,http://viaf.org/viaf/sourceID/LC%7Cn+83158657#skos:Concept,
,,Theatricalia,http://theatricalia.com/person/y95/john-wakefield,
"Randolph, John, 1915-2004",actor,,,
,,LC Name Authority,http://id.loc.gov/authorities/names/n95002307,
,,Wikipedia,https://en.wikipedia.org/wiki/John_Randolph_%28actor%29,
,,IMDb,http://www.imdb.com/name/nm0709907/,
,,IBDb,http://ibdb.com/person.php?id=57090,
,,Worldcat Identities,https://www.worldcat.org/identities/containsVIAFID/71581855,
,,VIAF,https://viaf.org/viaf/71581855,
"Hauxvell, John",actor,,,
,,IMDb,http://www.imdb.com/name/nm3003120/,
"Macintyre, Donald, 1934-",actor,,,
,,LC Name Authority,http://id.loc.gov/authorities/names/n84041923,
,,Wikipedia,https://en.wikipedia.org/wiki/Donald_McIntyre,
,,Worldcat Identities,https://www.worldcat.org/identities/containsVIAFID/49408755,
,,VIAF,https://viaf.org/viaf/49408755,
,,Theatricalia,http://theatricalia.com/person/y91/donald-mcintyre,
"Nowakowski, Marian, 1912-2000",actor,,,
,,LC Name Authority,http://id.loc.gov/authorities/names/n84027763.html,
,,Theatricalia,http://theatricalia.com/person/2bhh/marian-nowakowski,
,,Personal website,http://www.mariannowakowski.com/BIO.html,
"Francis, Derek, 1923-1984",actor,,,
,,LC Name Authority,http://id.loc.gov/authorities/names/no93004859.html,
,,Wikipeida,https://en.wikipedia.org/wiki/Derek_Francis,
,,IMDb,http://www.imdb.com/name/nm0290136/,
,,Worldcat Identities,https://www.worldcat.org/identities/containsVIAFID/54357019,
,,VIAF,https://viaf.org/viaf/54357019,
,,Theatricalia,http://theatricalia.com/person/vzz/derek-francis,
"Compton, Frank",actor,,,
,,IMDb,http://www.imdb.com/name/nm0174032/,
"Remedios, Alberto, 1935-",actor,,,
,,LC Name Authority,,
,,Wikipedia,https://en.wikipedia.org/wiki/Alberto_Remedios,
,,Worldcat Identities,https://www.worldcat.org/identities/containsVIAFID/46962618,
,,VIAF,https://viaf.org/viaf/46962618,
"Hepple, Jeanne, 1936-",actor,,,
,,IMDb,http://www.imdb.com/name/nm0378395/,
,,Theatricalia,http://theatricalia.com/person/32p/jeanne-hepple,
"Lomax, Harry, 1915-1988",actor,,,
,,LC Name Authority,http://id.loc.gov/authorities/names/no2012064070.html,
,,IMDb,http://www.imdb.com/name/nm0518260/,
,,Theatricalia,http://theatricalia.com/person/ymb/harry-lomax,
"Green, Reginald, 1902-1973",actor,,,
,,Wikipedia,https://en.wikipedia.org/wiki/Reginald_Green,
,,IMDb,http://www.imdb.com/name/nm0338257/,
,,Theatricalia,http://theatricalia.com/person/37a/reginald-green,
"Janacek, Leos, 1854-1928",composer,,,
,,Wikipedia,https://en.wikipedia.org/wiki/Leo%C5%A1_Jan%C3%A1%C4%8Dek,
,,Theatricalia,http://theatricalia.com/person/12er/leos-janacek,
"Pinero, Arthur Wing, Sir, 1855-1934",author,,,
,,LC ,http://id.loc.gov/authorities/names/n50043691,
,,Worldcat Identities,https://www.worldcat.org/identities/containsVIAFID/9975067,
,,VIAF,https://viaf.org/viaf/9975067,
,,Wikipedia,https://en.wikipedia.org/wiki/Arthur_Wing_Pinero,
,,Theatricalia,http://theatricalia.com/person/14p/arthur-wing-pinero,
"Weber, Carl Maria von, 1786-1826",author,,,
,,Wikipedia,https://en.wikipedia.org/wiki/Carl_Maria_von_Weber,
"Kind, Friedrich, 1768-1843",composer,,,
,,Wikipedia,https://en.wikipedia.org/wiki/Johann_Friedrich_Kind,
"Gounod, Charles, 1818-1893",composer,,,
,,Wikipedia,https://en.wikipedia.org/wiki/Charles_Gounod,
"Coward, Noel, 1899-1973",author/Director,,,
,,Wikipedia,https://en.wikipedia.org/wiki/No%C3%ABl_Coward,
,,Theatricalia,http://theatricalia.com/person/2a82/noel-coward,
"Michaels, Sidney, 1927-2011",author,,,
,,Wikipedia,https://en.wikipedia.org/wiki/Sidney_Michaels,
"Sandrich, Mark, Jr., 1928-1995",composer,,,
,,IMDB,http://www.imdb.com/name/nm0762261/,
"Coopersmith, Jerome, 1925-",author,,,
,,Wikipedia,https://en.wikipedia.org/wiki/Jerome_Coopersmith,
,,tentative,http://theatricalia.com/person/2asr/jerome-coopersmith,
"Gurdeff, Marian, 1927-2006",composer,,,
,,Wikipedia,https://en.wikipedia.org/wiki/Marian_Grudeff,
"Jessel, Raymond, 1929-2015",composer,,,
,,Wikipedia,https://en.wikipedia.org/wiki/Raymond_Jessel,
"Verdi, Giuseppe, 1813-1901",composer,,,
,,Wikipedia,https://en.wikipedia.org/wiki/Giuseppe_Verdi,
,,Theatricalia,http://theatricalia.com/person/b1k/giuseppe-verdi,
"Somma, Antonio, 1809-1864",author,,,
,,Wikipedia,https://en.wikipedia.org/wiki/Antonio_Somma,
,,Theatricalia,http://theatricalia.com/person/10n7/antonio-somma,
"Wedekind, Frank, 1864-1918",author,,,
,,Wikipedia,https://en.wikipedia.org/wiki/Frank_Wedekind,
,,Theatricalia,http://theatricalia.com/person/48w/frank-wedekind,
"Bergman, Elizabeth",actor,,,
,,Theatricalia,http://theatricalia.com/person/ytk/elisabeth-bergman,
"Fernald, John, 1905-1985",director,,,
,,IMDb,http://www.imdb.com/name/nm0272772/,
,,Theatricalia,http://theatricalia.com/person/r3k/john-fernald,
"Evans, Edith, 1888-1976",actor,,,
,,Wikipedia,https://en.wikipedia.org/wiki/Edith_Evans,
,,Theatricalia,http://theatricalia.com/person/1ab/edith-evans,
"Purnell Louise, 1942-",actor,,,
,,LC Name Authority,http://id.loc.gov/authorities/names/no2008076821.html,
,,IMDb,http://www.imdb.com/name/nm0700918/,
,,Theatricalia,http://theatricalia.com/person/xrs/louise-purnell,
"Smith, Maggie, 1934-",actor,,,
,,LC Name Authority,http://id.loc.gov/authorities/names/nr88003842,
,,Wikipedia,https://en.wikipedia.org/wiki/Maggie_Smith,
,,Theatricalia,http://theatricalia.com/person/x72/maggie-smith,
"Redgrave, Lynn, 1943-2010",actor,,,
,,LC Name Authority,http://id.loc.gov/authorities/names/n86143619,
,,Wikipedia,https://en.wikipedia.org/wiki/Lynn_Redgrave,
,,Theatricalia,http://theatricalia.com/person/xzb/lynn-redgrave,
"Jacobi, Derek, 1938-",actor,,,
,,LC Name Authority,http://id.loc.gov/authorities/names/no89015792.html,
,,Wikipedia,https://en.wikipedia.org/wiki/Derek_Jacobi,
,,Theatricalia,http://theatricalia.com/person/49d/derek-jacobi,
"Stephens, Robert, 1931-1995",actor,,,
,,LC Name Authority,http://id.loc.gov/authorities/names/n86138332,
,,Wikipedia,https://en.wikipedia.org/wiki/Robert_Stephens,
,,Theatricalia,http://theatricalia.com/person/6zf/robert-stephens,
"Lang, Robert, 1934-2004",actor,,,
,,LC Name Authority,http://id.loc.gov/authorities/names/no2005006348.html,
,,Wikipedia,https://en.wikipedia.org/wiki/Robert_Lang_%28actor%29,
,,Theatricalia,http://theatricalia.com/person/36f/robert-lang,
"Pippin, Donald, 1926-",conductor,,,
,,Wikipedia,https://en.wikipedia.org/wiki/Donald_Pippin_%28Broadway_director%29,
"Shaw, Glen Byam, 1904-1986",director,,,
,,Wikipedia,https://en.wikipedia.org/wiki/Glen_Byam_Shaw,
,,Theatricalia,http://theatricalia.com/person/jfx/glen-byam-shaw,
"Hunter, Rita, 1933-2001",actor,,,
,,Theatricalia,http://theatricalia.com/person/x0g/rita-hunter,
,,Wikipedia,https://en.wikipedia.org/wiki/Rita_Hunter,
"Scace, Norman, 1916-1993",actor,,,
,,IMDb,http://www.imdb.com/name/nm0768667/,
,,Theatricalia,http://theatricalia.com/person/v85/norman-scace,
"Phillips, John, 1914-1995",actor,,,
,,Wikipedia,https://en.wikipedia.org/wiki/John_Phillips_%28actor%29,
,,Theatricalia,http://theatricalia.com/person/4bp/john-phillips,
"James, Gerald, 1917-2006",actor,,,
,,Wikipedia,https://en.wikipedia.org/wiki/Gerald_James,
,,VIAF,https://viaf.org/viaf/19886340,
,,Theatricalia,http://theatricalia.com/person/40t/gerald-james,
"Moynihan, Peter",actor,,,
,,Theatricalia,http://theatricalia.com/person/wrz/peter-moynihan,
"Weet, Charles",actor,,,
,,Theatricalia,http://theatricalia.com/person/ws9/charles-weet,
"Carson, Mark",actor,,,
,,Tentative,http://www.imdb.com/name/nm2147651,
"O'Donovan, Desmond, 1933-2010",director,,,
,,IMDb,http://www.imdb.com/name/nm0640896/,
,,Theatricalia,http://theatricalia.com/person/1e6d/desmond-odonovan,
,,The Guardian article,http://www.theguardian.com/stage/2011/jan/24/desmond-o-donovan,
"Finn, Edward, 1910-1995",actor,,,
,,IMDb,http://www.imdb.com/name/nm0278107/,
"Falconer, John",actor,,,
,,IMDb,http://www.imdb.com/name/nm0266010,
,,tentative,http://theatricalia.com/person/1j4f/john-falconer,
"Whiting, John Robert, 1917-1963",author,,,
,,Wikipedia,https://en.wikipedia.org/wiki/John_Whiting,
,,Theatricalia,http://theatricalia.com/person/2ef/john-whiting,
"Sheridan, Richard Brinsley, 1751-1816",author,,,
,,Wikipedia,https://en.wikipedia.org/wiki/Richard_Brinsley_Sheridan,
,,Theatricalia,http://theatricalia.com/person/y/richard-brinsley-sheridan,
"Puccini, Giacomo, 1858-1924",composer,,,
,,Wikipedia,https://en.wikipedia.org/wiki/Giacomo_Puccini,
,,Theatricalia,http://theatricalia.com/person/k9v/giacomo-puccini,
"Williams, Esther, 1923-",actor,,,
,,Encylopedia.com,http://www.encyclopedia.com/article-1G2-2591309903/williams-esther-1923.html,
"Strindberg, August, 1849-1912",author,,,
,,Wikipedia,https://en.wikipedia.org/wiki/August_Strindberg,
,,Theatricalia,http://theatricalia.com/person/36x/august-strindberg,
"Ashcroft, Chloe, 1942-",actor,,,
,,Wikipedia,https://en.wikipedia.org/wiki/Chloe_Ashcroft,
,,Theatricalia,http://theatricalia.com/person/3ne/chloe-ashcroft,
"McKellen, Ian, 1939-",actor,,,
,,Wikipedia,https://en.wikipedia.org/wiki/Ian_McKellen,
,,Theatricalia,http://theatricalia.com/person/476/ian-mckellen,
"Campbell, Judy, 1916-2004",actor,,,
,,Wikipedia,https://en.wikipedia.org/wiki/Judy_Campbell,
,,Theatricalia,http://theatricalia.com/person/rcd/judy-campbell,
"Bannerman, Celia, 1944-",actor,,,
,,Wikipedia,https://en.wikipedia.org/wiki/Celia_Bannerman,
,,Theatricalia,http://theatricalia.com/person/4an/celia-bannerman,
"Thorne, Angela, 1939-",actor,,,
,,Wikipedia,https://en.wikipedia.org/wiki/Angela_Thorne,
,,Theatricalia,http://theatricalia.com/person/7k6/angela-thorne,
"Hunter, James, 1943-",actor,,,
,,IMDb,http://www.imdb.com/name/nm0402861/,
,,Theatricalia,http://theatricalia.com/person/39q/james-hunter,
"Reid, Malcolm",actor,,,
,,IMDb,http://www.imdb.com/name/nm0717343/,
,,Theatricalia,http://theatricalia.com/person/xk3/malcolm-reid,
"Howard, Ann, 1936-",actor,,,
,,IMDb,http://www.imdb.com/name/nm0397116/,
,,Theatricalia,http://theatricalia.com/person/q9z/ann-howard,
"Chard, Geoffrey, 1930-",actor,,,
,,Wikipedia,https://en.wikipedia.org/wiki/Geoffrey_Chard,
"Shilling, Eric, 1920-2006",actor,,,
,,IMDb,http://www.imdb.com/name/nm0793470/,
,p 664,"The London Stage 1940-1949: A Calendar of Productions, Performers, and Personnel","https://books.google.com/books?id=mreCBAAAQBAJ&pg=PA664&lpg=PA664&dq=Shilling,+Eric,+1920-2006&source=bl&ots=YlpyJlEhck&sig=tmGE4JUU9XAx6AxDAXCDKCedhoU&hl=en&sa=X&ved=0ahUKEwjO2vXyneLMAhWk7oMKHT1FBMoQ6AEIIzAB#v=onepage&q=Shilling%2C%20Eric%2C%201920-2006&f=false",
"Hammond-Stroud, Derek, 1926-2012",actor,,,
,,Wikipedia,https://en.wikipedia.org/wiki/Derek_Hammond-Stroud,
,,Theatricalia,http://theatricalia.com/person/xje/derek-hammond,
"Crook, Cyril",actor,,,
,,Theatricalia,http://theatricalia.com/person/twh/cyril-crook,
,,"The London Stage 1950-1959: A Calendar of Productions, Performers, and Personnel by J. P. Wearing","https://books.google.com/books?id=5g2PBAAAQBAJ&printsec=frontcover&dq=The+London+Stage+1950-1959:+A+Calendar+of+Productions,+Performers,+and+Personnel+By+J.+P.+Wearing&hl=en&sa=X&ved=0ahUKEwjFsoLin-LMAhXG7YMKHa5CDzQQ6AEIHTAA#v=onepage&q=cyril%20crook&f=false",
"Laughton, Charles, 1899-1962",actor,,,
,,Wikipedia,https://en.wikipedia.org/wiki/Charles_Laughton,
,,Theatricalia,http://theatricalia.com/person/2tk/charles-laughton,
"Landor, Edna",actor,,,
,,IMDb,http://www.imdb.com/name/nm0484957/,
,,Theatricalia,http://theatricalia.com/person/2t4/edna-landor,
"McEwan, Geraldine, 1932-2015",actor,,,
,,Wikipedia,https://en.wikipedia.org/wiki/Geraldine_McEwan,
,,Theatricalia,http://theatricalia.com/person/2nh/geraldine-mcewan,
"Faye, Janina, 1949-",actor,,,
,,LC Name Authority,http://id.loc.gov/authorities/names/no2004093627.html,
,,Wikipedia,https://en.wikipedia.org/wiki/Janina_Faye,
,,Theatricalia,http://theatricalia.com/person/yws/janina-faye,
"Reynolds, Malcolm, 1941-",actor,,,
,,Theatricalia,http://theatricalia.com/person/yww/malcolm-reynolds,
,,IMDb,http://www.imdb.com/name/nm0721846/,
"Penry-Jones, Peter, 1938-2009",actor,,,
,,Wikipedia,https://en.wikipedia.org/wiki/Peter_Penry-Jones,
,,Theatricalia,http://theatricalia.com/person/zd3/peter-penry-jones,
"Hardwick, Paul, 1918-1983",actor,,,
,,Wikipedia,https://en.wikipedia.org/wiki/Paul_Hardwick,
,,Theatricalia,http://theatricalia.com/person/278/paul-hardwick,
"Ustinov, Peter, 1921-2004",author/director,,,
,,Wikipedia,https://en.wikipedia.org/wiki/Peter_Ustinov,
,,Theatricalia,http://theatricalia.com/person/r85/peter-ustinov,
"Barrie, J. M. (James Matthew), 1860-1937",author,,,
,,Wikipedia,https://en.wikipedia.org/wiki/J._M._Barrie,
,,Theatricalia,http://theatricalia.com/person/bas/j-m-barrie,
"Guinness, Alec, 1914-2000",author,,,
,,Wikipedia,https://en.wikipedia.org/wiki/Alec_Guinness,
,,Theatricalia,http://theatricalia.com/person/pxq/alec-guinness,
"West, Morris, 1916-1999",author,,,
,,Wikipedia,https://en.wikipedia.org/wiki/Morris_West,
"Prokofiev, Sergei, 1891-1953",composer,,,
,,Wikipedia,https://en.wikipedia.org/wiki/Sergei_Prokofiev,
,,Theatricalia,http://theatricalia.com/person/11cw/sergei-sergeivich-prokofiev,
"Tolstoy, Leo, graf, 1828-1910",author,,,
,,Wikipedia,https://en.wikipedia.org/wiki/Leo_Tolstoy,
,,Theatricalia,http://theatricalia.com/person/rnb/leo-tolstoy,
"Ustinov, Tamara, 1945-",actor,,,
,,Wikipedia,https://en.wikipedia.org/wiki/Tamara_Ustinov,
,,Theatricalia,http://theatricalia.com/person/10ha/tamara-ustinov,
"Robertson, Margaret",actor,,,
,,IMDb,http://www.imdb.com/name/nm0731948/,
,,Theatricalia,http://theatricalia.com/person/6ya/margaret-robertson,
"Anderson, Miles, 1947-",actor,,,
,,Wikipedia,https://en.wikipedia.org/wiki/Miles_Anderson,
,,Theatricalia,http://theatricalia.com/person/3wz/miles-anderson,
"Jay, Tony, 1933-2006",actor,,,
,,Wikipedia,https://en.wikipedia.org/wiki/Tony_Jay,
,,Theatricalia,http://theatricalia.com/person/5sn/tony-jay,
"Anderson, Georgine, 1928-",actor,,,
,,IMDb,http://www.imdb.com/name/nm0026753/,
,,Theatricalia,http://theatricalia.com/person/2sv/georgine-anderson,
"Thorne, Stephen",actor,,,
,,Wikipedia,https://en.wikipedia.org/wiki/Stephen_Thorne,
,,Theatricalia,http://theatricalia.com/person/2qv/stephen-thorne,
"Usher, Brett, 1946-2013",actor,,,
,,Wikipedia,https://en.wikipedia.org/wiki/Brett_Usher,
,,Theatricalia,http://theatricalia.com/person/4xc/brett-usher,
"Wickham, Jeffry, 1933-2014",actor,,,
,,Wikipedia,https://en.wikipedia.org/wiki/Jeffry_Wickham,
,,Theatricalia,http://theatricalia.com/person/4bd/jeffry-wickham,
"Woodthorpe, Peter, 1931-2004",actor,,,
,,Wikipedia,https://en.wikipedia.org/wiki/Peter_Woodthorpe,
,,Theatricalia,http://theatricalia.com/person/2tg/peter-woodthorpe,
"Kingston, Mark, 1934-2011",actor,,,
,,Wikipedia,https://en.wikipedia.org/wiki/Mark_Kingston,
,,Theatricalia,http://theatricalia.com/person/4y4/mark-kingston,
"Blakemore, Michael, 1928-",actor,,,
,,Wikipedia,https://en.wikipedia.org/wiki/Michael_Blakemore,
,,Theatricalia,http://theatricalia.com/person/2pz/michael-blakemore,
"Mason, Peter",actor,,,
,,Theatricalia,http://theatricalia.com/person/2t5/peter-mason,
"Graham Cox, Michael, 1938-1995",actor,,,
,,Wikipedia,https://en.wikipedia.org/wiki/Michael_Graham_Cox,
,,Theatricalia,http://theatricalia.com/person/2sy/michael-graham-cox,
"Buck, David, 1936-1989",actor,,,
,,Wikipedia,https://en.wikipedia.org/wiki/David_Buck,
,,Theatricalia,http://theatricalia.com/person/2sx/david-buck,
"Borromel, Charles",actor,,,
,,Theatricalia,http://theatricalia.com/person/2sw/charles-borromel,
"Taylor, Malcolm",actor,,,
,,Theatricalia,http://theatricalia.com/person/2tc/malcolm-taylor,
"Rudd, Richard",actor,,,
,,IMDb,http://www.imdb.com/name/nm0748626/,
,,Theatricalia,http://theatricalia.com/person/2qz/richard-rudd,
"Hawtrey, Nicholas",actor,,,
,,IMDb,http://www.imdb.com/name/nm0370444/,
,,Theatricalia,http://theatricalia.com/person/2t2/nicholas-hawtrey,
"Thomas, Dave",actor,,,
,,Theatricalia,http://theatricalia.com/person/2td/dave-thomas,
"Fernald, Karen",actor,,,
,,IMDb,http://www.imdb.com/name/nm1109114/,
,,Theatricalia,http://theatricalia.com/person/27s6/karen-fernald,
"Jeavons, Colin, 1929-",actor,,,
,,Wikipedia,https://en.wikipedia.org/wiki/Colin_Jeavons,
,,Theatricalia,http://theatricalia.com/person/371/colin-jeavons,
"Rigg, Diana, 1938-",actor,,,
,,Wikipedia,https://en.wikipedia.org/wiki/Diana_Rigg,
,,Theatricalia,http://theatricalia.com/person/2t8/diana-rigg,
"Whitehead, Geoffrey (Whitehead, G.)",actor,,,
,,tentative,https://en.wikipedia.org/wiki/Geoffrey_Whitehead,
,,Theatricalia,http://theatricalia.com/person/84f/geoffrey-whitehead,
"Denison, Michael, 1915-1998",director,,,
,,Wikipedia,https://en.wikipedia.org/wiki/Michael_Denison,
,,Theatricalia,http://theatricalia.com/person/2jz/michael-denison,
"Murray, Barbara, 1929-2014",actor,,,
,,IMDb,http://www.imdb.com/name/nm0614843/,
,,Theatricalia,http://theatricalia.com/person/374/barbara-murray,
"Gray, Dulcie, 1915-2011",actor,,,
,,Wikipedia,https://en.wikipedia.org/wiki/Dulcie_Gray,
,,Theatricalia,http://theatricalia.com/person/s0q/dulcie-gray,
"Knight, David, 1928-",actor,,,
,,IMDb,http://www.imdb.com/name/nm0460864/,
,,Theatricalia,http://theatricalia.com/person/23m7/david-knight,
"Goodall, Reginald, 1901-1990",conductor,,,
,,Wikipedia,https://en.wikipedia.org/wiki/Reginald_Goodall,
"King, Geoffery",actor,,,
,,IMDb,http://www.imdb.com/name/nm0454733/,
,,Theatricalia,http://theatricalia.com/person/nc2/geoffrey-king,
"Manning, Jean",actor,,,
,,IMDb,http://www.imdb.com/name/nm0543300/,
,,Theatricalia,http://theatricalia.com/person/1xrk/jean-manning,
"McClelland, Betty",actor,,,
,,,http://theatricalia.com/person/1xpf/betty-mcclelland,
"Roden, Anthony",actor,,,
,,IMDb,http://german.imdb.com/name/nm0734548/?ref_=tt_cl_t6,
"Jenkins, Terry, 1936-2009",actor,,,
,,IMDb,http://www.imdb.com/name/nm0420986/,
"Howell, Gwynne, 1938-",actor,,,
,,IMDb,http://m.imdb.com/name/nm0397976/?ref_=m_tt_cl_t2,
,,Theatricalia,http://theatricalia.com/person/10w0/gwynne-howell,
"Bailey, Norman, 1933-",actor,,,
,,Wikipedia,https://en.wikipedia.org/wiki/Norman_Bailey_%28bass-baritone%29,
"Howlett, Neil, 1934-",actor,,,
,,IMDb,http://www.imdb.com/name/nm0398232/,
,,Theatricalia,http://theatricalia.com/person/107e/neil-howlett,
"Hemsley, Tom, 1927-2013",actor,,,
,,IMDb,http://www.imdb.com/name/nm0376201/,
"Hughes, Elvett",actor,,,
,,tentative,http://theatricalia.com/person/1xrw/elvet-hughes,
"O'Conor, Joseph, 1916-2001",director,,,
,,Wikipedia,https://en.wikipedia.org/wiki/Joseph_O'Conor,
,,Theatricalia,http://theatricalia.com/person/5at/joseph-oconor,
"Rossiter, Leonard, 1926-1984",actor,,,
,,Wikipedia,https://en.wikipedia.org/wiki/Leonard_Rossiter,
,,Theatricalia,http://theatricalia.com/person/wbf/leonard-rossiter,
"Douglas, Rain, 1928-",actor,,,
,,Wikipedia,https://en.wikipedia.org/wiki/Douglas_Rain,
"Russell, Robert, 1936-2008",actor,,,
,,Wikipedia,https://en.wikipedia.org/wiki/Robert_Russell_%28English_actor%29,
,,Theatricalia,http://theatricalia.com/person/2ta/robert-russell,
"Smith, Donald",actor,,,
,,,http://theatricalia.com/person/xfx/donald-smith,
"Ibsen, Henrik, 1828-1906",actor/author,,,
,,Wikipedia,https://en.wikipedia.org/wiki/Henrik_Ibsen,
"Bartsow, Josephine, 1940-",actor,,,
,,Wikipedia,https://en.wikipedia.org/wiki/Josephine_Barstow,
"Hood, Anne, 1940-2000",actor,,,
,,tentative,http://diamond.boisestate.edu/gas/whowaswho/H/HoodAnn.htm,
"Spencer, Roy",actor,,,
,,Wikipedia,https://en.wikipedia.org/wiki/Roy_Spencer_%28actor%29,
,,Theatricalia,http://theatricalia.com/person/2pq/roy-spencer,
"Henry, Norman, 1902-1985",actor,,,
,,IMDb,http://www.imdb.com/name/nm1974316/,
,,Theatricalia,http://theatricalia.com/person/2t3/norman-henry,
"Cruise, Christopher",actor,,,
,,IMDb,http://www.imdb.com/name/nm0190015/,
,,Theatricalia,http://theatricalia.com/person/2sz/christopher-cruise,
"Meaden, Dan, 1935-2011",actor,,,
,,IMDb,http://www.imdb.com/name/nm0574987/,
,,Theatricalia,http://theatricalia.com/person/2t6/dan-meaden,
"Collins, Anne, 1943-2009",actor,,,
,,IMDb,http://www.imdb.com/name/nm0172134/,
"Dugdale, Sandra, 1946-",actor,,,
,,IMDb,http://www.imdb.com/name/nm0240873/,
"McDonnell, Tom, 1940-",actor,,,
,,IMDb,http://www.imdb.com/name/nm0568135/,
,,,http://theatricalia.com/person/1xqm/tommy-mcdonnell,
"Smales, Kathleen",actor,,,
,,,NO SOURCE,
"Brecknock, John, 1937-",actor,,,
,,IMDb,http://www.imdb.com/name/nm0106570/,
"Welsby, Norman",actor,,,
,,tentative,http://www.imdb.com/name/nm0920498/bio,
"Delaney, John",actor,,,
,,tentative,http://www.imdb.com/name/nm0216304/,
"Dennis, Jon",actor,,,
,,,NO SOURCE,
"Wheeler, Stanley",actor,,,
,,,NO SOURCE,
"Rivers, Malcolm",actor,,,
,,IMDb,http://www.imdb.com/name/nm0729555/,
"Morell, Maureen",actor,,,
,,,NO SOURCE,
"Smith, Ashton",actor,,,
,,,NO SOURCE,
"Woolham, Kenneth",actor,,,
,,,NO SOURCE,
"Dowling, Denis, 1910-1996",actor,,,
,,,http://www.imdb.com/name/nm0235831/,
"Donald, Robin",actor,IMDb,,
,,,NO SOURCE,
"Mays, Janet",actor,,,
,,,NO SOURCE,
"Faversham, Davina",actor,,,
,,,NO SOURCE,
Hornbuckle,actor,,,
,,,NO SOURCE,
Wellard,actor,,,
,,,NO SOURCE,
Glavin,actor,,,
,,,NO SOURCE,
Peters,actor,,,
,,,NO SOURCE,
"Ives, Anne Marie",actor,,,
,,,NO SOURCE,
Robinson,actor,,,
,,,NO SOURCE,
Ross,actor,,,
,,,NO SOURCE,
Budden,actor,,,
,,,NO SOURCE,
Shayne,actor,,,
,,,NO SOURCE,
Roscoe,actor,,,
,,,NO SOURCE,
"Hooper, Elizabeth",actor,,,
,,,NO SOURCE,
"Betzold, Marion",actor,,,
,,,http://www.imdb.com/name/nm0079514/,
"Walker, Lynne",actor,,,
,,,NO SOURCE,
"Dawe, Isolda",actor,,,
